employee_id,name,age,gender,department,position,salary,hire_date,email,phone,address,employment_status
0b49f1fe-c054-4daf-a70b-68be5c3ea868,Kelly Gallagher,28,Male,Operations,Sales executive,98740,2020-07-16,courtney75@example.net,001-567-231-1793x62425,"321 Scott Summit
Troyfort, OH 14327",Resigned
44bf9eb2-7a90-4790-8c25-c74c59bd900f,Mitchell Fisher,41,Female,Finance,Fashion designer,65953,2023-12-11,shawkatie@example.net,+1-380-565-7475x28558,"4803 Burton Shoals Suite 152
Walterport, ND 09121",Terminated
fedd28ec-255c-4ac5-bfd9-fc78c7add23d,Kevin Cervantes,30,Female,Operations,Wellsite geologist,49353,2020-12-29,christopher30@example.org,+1-629-756-0311x8043,"893 Laura Path Suite 451
Loritown, IL 45445",Resigned
84ecdb42-0254-4196-839c-7a0569df82af,Mrs. Kayla Martinez,57,Female,Finance,Medical laboratory scientific officer,116162,2025-02-11,joshuakennedy@example.org,601.217.0491x697,"72584 Armstrong Estate
South Justin, MP 88090",Active
0162c4ea-dd22-4c34-b0d5-33297c6522eb,Michael Smith,59,Non-Binary,HR,"Psychologist, sport and exercise",125070,2021-02-28,mckinneytaylor@example.org,850-298-5169x4141,"84761 Kaitlin Mountain Suite 599
Mitchelltown, MP 13926",Resigned
75e05154-dff1-4440-8ef6-f9f4784307df,Roger Davidson,48,Male,Operations,Newspaper journalist,110200,2022-01-09,gtaylor@example.net,(713)219-1954,"Unit 1980 Box 4606
DPO AP 66741",On Leave
8b6fe5e7-a3d2-414a-8cb3-b703c8c70afd,Joel Ali,41,Non-Binary,Finance,Haematologist,138635,2023-03-14,bergerkenneth@example.org,9918473440,"7849 Blackwell Land Apt. 540
Michaelfort, NH 25372",On Leave
99cf5325-bf5e-44d9-a3e4-b972feca4c37,Cameron Mccoy,38,Non-Binary,IT,Civil Service fast streamer,56565,2020-08-31,jeffrey26@example.net,001-667-826-6474,"9926 Gary Stravenue Suite 278
South Anthony, AZ 47824",On Leave
6ea9b5b1-5e8c-42a8-960a-9d659d969352,Keith Reid,64,Male,HR,Chief Technology Officer,103220,2024-04-25,martinezjennifer@example.com,(232)368-5571x52304,"1302 Garcia Streets Apt. 343
Denisemouth, VI 41240",Terminated
380a21fe-4b5f-43a3-93cd-d81494c20404,Mary Stuart,38,Female,Marketing,Architectural technologist,143693,2024-07-01,vmartinez@example.com,001-865-860-0007,"5757 Rich Islands Apt. 687
Jenniferburgh, NY 78634",Resigned
8548ad99-9fe8-4a39-a806-f6fd442a315e,Matthew Guerra,41,Male,Marketing,Clinical cytogeneticist,104895,2023-04-23,vyoung@example.net,971.737.1979,"950 Rebekah Prairie Suite 406
Ramosshire, NM 12482",Active
d63cf163-0585-42eb-9636-a26eeabdbd76,Kayla Davis,27,Male,Marketing,Osteopath,122510,2020-05-01,myoung@example.net,(451)937-8131,"6053 Zachary Manor
Lake Katie, SC 06436",Resigned
1bc49142-4f54-4d08-b1fa-bd5e51d46d9a,Emily Boyer,39,Male,Sales,Mudlogger,113643,2025-03-26,scottcrawford@example.net,(472)483-6736,"1770 Rodriguez Greens Suite 111
Port Gordonmouth, NC 96362",Resigned
fe3aec82-131c-49cd-af6b-9ad37523ce52,Tiffany Reese,47,Female,IT,Advertising copywriter,103331,2023-08-22,gregorycobb@example.net,001-500-322-8476,"655 Lewis Plaza
Larsonfort, NH 62099",Terminated
503e30b7-a034-4e23-90cc-551f4eb256f7,Brooke King,64,Male,HR,Stage manager,35879,2021-02-02,wardtyler@example.org,001-302-777-3186x45930,"Unit 7048 Box 3691
DPO AP 72950",Resigned
58067632-85de-4624-8e6a-a776ec6b87ce,Maria Roberts,38,Female,Marketing,Ranger/warden,119604,2025-03-27,alexander41@example.net,729-882-5127x4915,"65166 Arroyo Fields
Wrightville, CT 12886",On Leave
b665a3fc-e625-470a-bf6f-eb1d502c512d,Nancy Clay,35,Female,IT,Sports coach,82164,2020-10-05,daniel12@example.net,(718)734-0074,"826 Rivera Camp
Joelland, PR 04182",Resigned
98520add-512b-441e-a2f3-e572d130866d,Anthony Murray,35,Male,Finance,Museum/gallery conservator,149742,2020-09-21,robinsontyler@example.net,956.387.2740x3670,"65856 Pam Unions Apt. 461
Alejandraside, RI 96456",Resigned
a4b09d5d-7243-46fc-b17c-4f67b6abffd0,Austin Foley,39,Male,HR,"Engineer, building services",49391,2023-07-24,anthony17@example.com,278-553-9013x92505,"487 Patel Harbors Suite 741
Port Joseph, WY 24723",Active
975b9446-f771-47f8-9bfd-2e2517e24384,Michael Smith,35,Non-Binary,HR,"Engineer, water",63219,2023-10-07,david69@example.com,320-320-1744x6079,"959 Leah Meadows
Cowanshire, NY 61292",Active
89211a4d-9584-4959-a021-916cd10200ad,Marcus Taylor,58,Non-Binary,Marketing,Science writer,88994,2020-10-11,daniel50@example.org,(274)411-9758,"125 Patterson Prairie Suite 523
South Jeromeville, ND 37180",Terminated
108903fd-d613-4e8e-9abd-049b5b289492,Deanna Jackson,27,Non-Binary,HR,Ecologist,76072,2023-06-07,julia90@example.com,+1-520-436-1008x67816,"6384 Melton Via
Curtisbury, UT 89775",On Leave
ebce10fe-c129-4a45-a49a-ed72e1aef49c,James Skinner,23,Non-Binary,Operations,Health physicist,84869,2021-12-25,thomas33@example.net,001-615-666-5628x6171,"72045 Leslie Center Apt. 778
Sharpburgh, OK 61886",Terminated
c3bad622-1bd9-4ec3-a37b-58e1b88a543e,Dale Taylor,64,Male,HR,Medical physicist,68580,2022-04-18,wschroeder@example.org,001-943-257-3626x775,"0249 Patricia Gardens
South Erichaven, WY 58542",Terminated
32a9d486-2df4-4792-9c6e-f44a0be36968,Paul Rodriguez,52,Non-Binary,IT,Sales executive,59993,2024-02-03,wandawood@example.org,+1-259-516-1188,"89620 Cox Row
Keithport, SC 35198",On Leave
c54b1e15-e441-4136-9084-89996367e8d3,Kenneth Singh,56,Female,HR,Optometrist,63541,2023-07-12,sherrilarsen@example.com,655.307.1543x3811,"2927 Theresa Course Suite 798
West Christopherhaven, TN 05875",Resigned
fbc8cc76-c672-4707-8197-03e59da289d9,Heidi Zimmerman,49,Female,Finance,Financial manager,106007,2022-12-01,woodselizabeth@example.com,427.723.8196x7616,"8011 Charles Trace Suite 215
Johnsonburgh, NC 52342",On Leave
dec2b359-260c-4f6d-8717-dc43c110ca47,Laura Parker DVM,35,Female,Marketing,Textile designer,124124,2023-08-26,amandaschneider@example.org,690-824-4315,"USCGC Frey
FPO AP 28585",Terminated
f4466c54-2ad2-4c00-8fb8-386e5dc386c5,Aaron Adams,46,Non-Binary,IT,"Physicist, medical",125366,2023-06-27,jesse18@example.org,399.921.7308x5287,"98173 Anderson Island
Wardhaven, MP 10790",On Leave
1e11f527-12ce-4c89-848a-d2573380e5a1,Joyce Lara,40,Non-Binary,HR,Writer,129962,2022-10-09,pboyd@example.net,880-222-2584x4058,"676 Jessica Creek Suite 717
West Shellyfort, MO 40176",On Leave
4ffa7cba-5e29-46de-80a4-538467e915fb,Laura Taylor,39,Female,Finance,International aid/development worker,133785,2020-12-27,qgilmore@example.net,571-311-8766x46344,"998 Marquez Brook
East Kimton, CO 84483",On Leave
117d090f-c88d-45b5-9753-7793246eaa88,Jordan Hernandez,35,Male,Marketing,"Scientist, physiological",33172,2025-01-23,hpowell@example.net,400.288.1414,"4749 Leonard Burg Apt. 999
Melissaburgh, FM 99364",Terminated
b6c98928-8b17-4289-afae-c1241dce78fd,Matthew Walker,51,Non-Binary,Marketing,Academic librarian,65429,2025-02-28,amberburns@example.com,001-316-914-7018,"Unit 6257 Box 2495
DPO AE 93546",Resigned
2beec754-0e90-4936-bd5d-845b30156974,Gerald Davidson,47,Female,Sales,Veterinary surgeon,77557,2020-06-04,fordkimberly@example.org,(352)490-0674x937,"PSC 4971, Box 3504
APO AP 01154",Terminated
abcf4213-11a3-4aec-a6bf-5bb79835daf4,Emily Quinn,45,Female,HR,"Teacher, special educational needs",139286,2022-06-18,freemanrobert@example.net,729.501.9424x9412,"4381 Steven Brook Suite 837
West Matthewton, MA 80487",Resigned
f6c83eb8-e809-4bfa-8a4d-59d61cde94de,Jason Ramos,47,Male,HR,Risk manager,59548,2024-01-11,morankrystal@example.net,001-426-520-0175x48713,"55505 Moran Green Apt. 918
West Carlos, KS 02657",Active
e8074f0e-a517-4b16-a9df-b38a7939bf19,Matthew Anderson,30,Non-Binary,Sales,"Editor, film/video",123133,2020-11-10,allenjanice@example.com,+1-514-265-4903x5789,"4763 Tiffany Glen
Danielberg, RI 95512",Active
8e34b35f-9b3d-4b55-8c60-342bb6230092,Natasha Richardson,25,Male,Marketing,Broadcast journalist,69958,2024-01-03,brian08@example.org,569.569.4723x9543,"5044 Jeffrey Mission Suite 251
Jessicamouth, ID 61904",On Leave
f3a00761-85dc-49ae-9664-ced92df6692c,Darren Romero,50,Non-Binary,Sales,Dance movement psychotherapist,79389,2023-08-26,amandabranch@example.net,001-563-763-1344x75627,"48877 Nicholas Manors Suite 377
Mathisville, GU 60826",Resigned
3578cb4a-1f86-46ed-91cb-4c9b4b207df7,Russell Moore,47,Non-Binary,Marketing,Probation officer,71300,2024-11-23,stephanie54@example.org,(358)347-2793x35118,"69606 Graves Locks Suite 913
South Kelly, DC 40668",Resigned
4cea8d03-5cc6-4aec-bfac-9e9f226daaf7,Timothy Reese,58,Male,HR,Textile designer,85710,2022-10-07,jthomas@example.org,(460)432-6624x5216,"6245 Thomas Fields Apt. 522
Port Nicholas, MP 57905",On Leave
7de71313-f7d8-4fec-9dd6-e53735633537,Joseph Gill,55,Non-Binary,Finance,"Development worker, community",32733,2020-05-08,brianna32@example.org,+1-397-887-7274x44965,"95265 Scott Fort
East Katiestad, VI 23321",Terminated
30d4658a-1b24-495d-99ad-ac997705ff4b,Timothy Cooper,33,Male,Operations,Transport planner,70686,2021-01-08,gonzalezmichelle@example.com,+1-816-207-9598x62142,"59838 Victoria Streets
Davisland, KS 27762",On Leave
9d7741f6-2b0d-473e-890c-1855f6cce333,Anita Frost,39,Non-Binary,Operations,Site engineer,70666,2022-02-18,walkerdiana@example.net,(383)331-6688x385,"0679 Christopher Walk Suite 583
North Jerry, FM 73526",Resigned
cde40f05-c7c9-449a-b597-830d617bf6b4,Howard Bowman,64,Male,Marketing,"Engineer, materials",145225,2020-08-13,popedenise@example.com,465.705.2195x5026,"29015 Jones Creek Suite 628
Williambury, WI 27765",Active
84f84806-4697-4733-9926-4da5f387039a,Matthew Robinson,43,Female,Marketing,"Scientist, physiological",102729,2020-04-30,molly79@example.net,+1-615-435-6568x22412,"0710 Myers Ways Suite 178
Catherinebury, GU 44742",Resigned
83530c2c-c3e8-4d89-bf7b-567678c75c30,Brian Cooper,65,Male,Sales,Trading standards officer,47877,2021-10-29,kathrynsmith@example.com,244-693-2369,"029 Kaitlin Passage
East Kristen, NY 70817",Active
7d47f368-45ef-41b9-b070-1a5df165ed51,Martin Hawkins,49,Non-Binary,IT,Food technologist,82284,2024-02-18,millernicole@example.net,001-882-505-7004,"4333 Peterson Islands
Lisaview, NH 24159",Active
25a916f3-3553-47d4-acdb-15b1db51f179,Jennifer Goodwin,27,Non-Binary,Finance,"Psychologist, prison and probation services",88846,2021-04-14,jeremypeck@example.com,254-520-4428x52349,"7189 Melissa Street Suite 822
Smithstad, WA 70456",Resigned
076c5588-8736-4e5c-b4ce-0a6d77071ccd,Roberto Cook,52,Male,HR,"Doctor, general practice",34335,2023-05-14,nholland@example.net,001-563-605-3814x5173,"5591 Nathan Ports Suite 557
North Gabrielle, MA 09095",Active
8d578405-9fe0-4817-b8a1-d0ae643921c6,Ronald Lopez,30,Non-Binary,IT,Chiropodist,118767,2022-05-23,ihall@example.net,863-561-6616x3422,"0508 Danielle Skyway
Parkerchester, AL 34852",Resigned
833bbfac-88c2-495a-9a5d-2285ddf515a1,Joshua Lowe,22,Female,Sales,Training and development officer,109725,2021-02-16,usweeney@example.org,(289)323-8437x4059,"72017 Forbes Summit
Tylerview, GU 10431",Resigned
85c8c30b-3212-4a21-96a0-db707c569fd7,Audrey Randall,27,Non-Binary,HR,Land/geomatics surveyor,146039,2020-03-04,mlyons@example.net,(347)679-7366x6495,"96575 Blevins Villages
Jerrymouth, CA 62952",Active
6656a879-1690-4438-9444-4ffb6d07c662,Ryan Chang,51,Non-Binary,IT,"Therapist, music",119712,2020-07-22,bradfordryan@example.org,590-866-6232x06618,"5871 Tina Views
Whitemouth, AL 72083",Resigned
3c7b624c-2b8d-4b18-8394-5b587dabb924,Karen Fisher,48,Male,HR,Television camera operator,140655,2021-06-09,fprice@example.com,(309)880-1110,"569 David Lane
Yangview, CA 69629",On Leave
cd74f9c4-6d5f-4b09-bbbf-de5561159a35,Marissa Mason,23,Non-Binary,IT,Insurance broker,33691,2021-12-10,keithbowen@example.org,+1-942-849-9142,"75453 Nancy Ways Apt. 358
Carolineborough, CA 61324",Terminated
c3917c36-afe5-4e52-868c-3eaab36d8112,Megan Huber,25,Non-Binary,IT,"Investment banker, corporate",97592,2020-07-01,dennis87@example.com,001-873-240-4644,"43487 Nicole Ways Apt. 620
North Matthew, ME 42130",Resigned
e199f1d6-758b-4908-b224-b8c9c2680ebb,Donna Larson,31,Male,Operations,"Surveyor, mining",68525,2023-09-13,lindaperez@example.net,(357)835-2113,"82759 Diana Neck
North Brandon, NC 16331",On Leave
ad300d47-83c1-45dd-b4e8-aecd2daf021a,Brittany Moreno,33,Male,HR,"Therapist, sports",144799,2020-01-05,jbarnes@example.com,994-519-2313x84837,"169 Thomas Underpass Apt. 771
Woodsmouth, GA 32290",Active
8c71f773-233b-42f1-8f7c-079738fbec2f,Madison Dixon PhD,33,Male,Finance,Recycling officer,42821,2023-06-03,bestjoseph@example.com,841-803-8920x546,"406 Rodriguez Vista Suite 210
Hendrixside, KY 76370",Resigned
ad894791-ee0d-46d0-9431-3265d1bc3a96,Christopher Ayers,57,Male,Sales,Brewing technologist,85370,2024-12-18,sanchezsamantha@example.net,424-465-3964,"2799 Barrett Fields Suite 243
West Jaredport, ME 00789",Active
59284e37-fb7c-431d-b466-28705cf80fad,Zachary Sanchez,29,Female,Finance,"Engineer, maintenance",42618,2020-10-07,bkim@example.com,436-749-5143,"25540 Jason Plaza Suite 727
Sandraland, PW 07038",On Leave
bb9cea41-d2c9-4a6d-8ca5-928ba6a1f47b,Jay Peterson,31,Male,Sales,Historic buildings inspector/conservation officer,92320,2022-03-13,bradbarton@example.com,622-570-5857x1842,"7905 Ramirez Trail
Waynemouth, VI 79206",Active
517b625b-21fd-4a7d-b058-5fb174adab4e,Heather Flores,42,Male,Operations,Building control surveyor,146936,2021-12-07,hunterjames@example.net,+1-748-949-9749,"719 Ryan Forge
Vanceshire, MP 17174",Terminated
9a3fcd4c-4411-4b85-8524-6b15f24eee01,Mark Harrison,54,Female,Marketing,Communications engineer,145755,2022-08-14,billy68@example.net,612.463.7997x168,"928 Amber Circles
Lake Carrieland, KS 52721",Active
f548bc28-c4f6-4956-9b7a-8867feb1f977,Krystal Rios,45,Male,Marketing,Information officer,119567,2020-05-18,angela98@example.org,+1-411-676-5520x18710,"78050 Erik Fort
West Courtneyport, KY 92977",On Leave
6f7bf670-e15c-4091-ab96-5f4800b0488a,Zachary Fernandez,25,Male,IT,Software engineer,122261,2023-01-17,qhudson@example.com,001-991-581-3753,"6346 Romero Springs
Kellyland, MD 56386",Active
e70559f3-6526-48a9-b0bb-d48614d25e51,Adam Nguyen,27,Female,Marketing,Orthoptist,107512,2022-05-04,michaelallen@example.com,001-836-680-8271x559,"7109 Matthew Vista
South Ericberg, VT 55031",Terminated
a1c77640-0c18-4251-95ef-1e950e6390eb,Jason Reyes,62,Female,HR,Horticultural therapist,38148,2020-06-25,nwelch@example.org,(433)339-3736,"Unit 2644 Box 7827
DPO AP 47210",On Leave
25e6a6d7-e974-47a8-85ec-796b99f391b9,Tracy Dixon,44,Female,Marketing,"Geologist, engineering",146055,2023-04-19,klewis@example.org,792.309.7387x9323,"381 Megan Light Apt. 115
Robertoberg, GA 76885",Resigned
de84dc9f-bdeb-4e2a-ab2c-d6069be29ea0,Danielle Logan,35,Male,Marketing,Soil scientist,145819,2022-08-09,kyletorres@example.org,868.844.9914,"661 Sanchez Ridges Apt. 421
Michaelview, MN 07307",Terminated
7e431652-688d-431c-b29f-de4e9fee6079,Sandra Nicholson,40,Female,Sales,"Doctor, general practice",133384,2021-11-02,iblake@example.net,764.992.3597x238,"1558 Stacy Courts
Whiteview, VT 32101",On Leave
489f5f1e-c72e-4fe4-be62-1808d37eea52,Paige Jimenez,62,Female,Operations,Music tutor,78886,2023-06-14,scox@example.com,+1-383-866-8937x15115,"18522 Martinez Squares Suite 958
New Louis, IL 53733",Active
85b6ba5a-7ffb-42fb-8aaf-5d0c28dbd769,Susan Gilmore,45,Non-Binary,Operations,Industrial buyer,50980,2021-12-06,sfrazier@example.org,001-921-557-5318x064,"0632 Michael Island
Rachelbury, AR 75281",On Leave
abbd1ddd-9676-4a80-99a4-4cb3db82f7a9,Nicole Ibarra,52,Male,Marketing,Television/film/video producer,87559,2023-01-04,msaunders@example.net,3766303426,"3207 Thomas Fork
North Lauren, SC 27578",Resigned
02cf9766-2eef-4bc5-b8ba-e08a2bfe1b5f,Kendra Daniels,35,Male,Operations,Broadcast journalist,68495,2023-07-27,chorton@example.com,001-433-415-6710x95330,"909 Johnson Fork
South Johnathanberg, KY 28454",Active
aa67c24e-2b2f-401d-9373-9c0820f18f3a,Michelle Collins,32,Non-Binary,Operations,Chief Technology Officer,88062,2023-04-19,rmoses@example.net,300-767-7382x375,"99554 Phelps Haven Apt. 077
Port Jennifer, ND 25960",Resigned
aab1fc62-3c07-4fba-acd5-53182caeecc4,Brian Williams,32,Non-Binary,IT,Biomedical scientist,37801,2021-09-26,bmiller@example.com,(929)540-5140x73844,"6372 Herrera Via
North Kathy, NV 19184",Active
8630ca4a-fa88-4e5c-bab8-bd55fdf60397,William Welch,54,Non-Binary,Finance,Broadcast journalist,43280,2023-02-02,chall@example.net,6587767735,"USS Jones
FPO AP 57900",On Leave
51dc23b6-79e8-48e7-b87e-8624e2d1cb71,Crystal Lozano,63,Male,HR,Operational researcher,72729,2022-04-30,mparker@example.com,001-499-722-5791x3300,"Unit 9298 Box 4209
DPO AA 07659",Resigned
df65ecfa-c164-47ce-8321-90629b4b328a,Fred King,52,Non-Binary,Marketing,Early years teacher,77952,2024-09-25,alyssamyers@example.org,937-623-9520x388,"981 Mary Spur
New Michael, TX 28033",Resigned
a4b200d9-6e63-4a77-8049-c92686f8bb93,Megan Torres,27,Non-Binary,Sales,Applications developer,83354,2023-03-26,jamespotter@example.net,936.266.2406,"63079 Joseph Grove
West Craig, ME 40602",Active
b8aa244d-0f3f-4d8b-b7ff-dd99122f3e53,Kaitlyn Williams,47,Non-Binary,Finance,"Horticulturist, amenity",138045,2020-04-24,mwilliams@example.net,816.218.2938,"Unit 2370 Box 8361
DPO AP 52069",On Leave
c31a0503-ed36-401b-ac4b-06478f7ddf26,Timothy Montgomery,42,Female,Finance,Theatre stage manager,131056,2020-01-21,brian70@example.net,8672772569,"Unit 5237 Box 8454
DPO AA 14000",Terminated
